name,category,scale,mood,difficulty,description,tags
サイバーパンク路地裏,建造物,小,SF,3,ネオンサイン（カラフルなガラス）と配管が密集した狭い路地。怪しくも魅力的な裏通り。,SF|ダーク|ネオン|ガラス
冷凍保存施設,施設,中,SF,3,氷と鉄で作った人体冷凍保存庫。ガラスの中に防具立てを配置して被験者を表現。,SF|氷|内装|ガラス|防具立て
ドローン発着場,交通,小,SF,2,屋上に設置された無人機の離着陸パッド。ビーコンの光で着陸ガイドを表現。,SF|屋上|交通
現代アート美術館,文化,大,現代,4,白い壁と広い空間の現代美術館。中に抽象的なブロックアートを展示する。,現代|内装|アート
ラーメン屋,食料,超小,現代,1,のれん（旗）をくぐる小さなカウンター席のラーメン屋。湯気をソウルサンドの泡で表現。,現代|食べ物|旗・バナー
コインランドリー,商業,超小,現代,1,ガラスブロックの窓から洗濯機（鉄ブロック）が見える小さな店舗。夜の蛍光灯が映える。,現代|夜映え|ガラス|商売|鉄
立体駐車場,建造物,大,現代,3,何層にも重なるスロープ式の駐車場。コンクリートの無機質さを表現するのがコツ。,現代|インフラ|コンクリート
屋台のたこ焼き屋,食料,超小,にぎやか,1,小さな屋台にかまどを置いてたこ焼きを焼く風景。看板とのれんで雰囲気作り。,食べ物|お祭り|かまど|屋台・テント|看板
羊飼いの丘,農業,中,のどか,2,なだらかな丘に柵で囲った羊の放牧場。丘の上に小さな見張り小屋を添える。,丘|動物|牧場
石窯パン工房,食料,小,のどか,2,屋外に石レンガのかまどを設置したパン焼き小屋。煙突から煙が出ているように演出。,食べ物|石造り|素朴|かまど|レンガ
川沿いのキャンプ場,娯楽,中,のどか,2,焚き火とテント（羊毛）を並べた河原のキャンプ場。丸太の椅子と釣り竿を配置。,アウトドア|川沿い|キャンプ|屋台・テント|牧場
ハチミツ専門店,商業,超小,のどか,1,養蜂場の隣に建てるハチミツ販売所。ハニカム模様の壁が目印。,養蜂|商業|商売|蜂蜜
渡し船の船着き場,交通,小,のどか,1,川を渡る小舟とロープ（フェンス）の簡素な船着き場。対岸にも桟橋を作る。,川|交通|素朴|橋|港
蒸気機関車,交通,大,現代,4,レール上に停車した蒸気機関車。鉄ブロックとピストンで機械感を表現。,交通|レトロ|トロッコ|レッドストーン|鉄
ガソリンスタンド,商業,小,現代,2,屋根付きの給油所。看板と赤い柱でどこからでも見つけられるランドマーク。,現代|インフラ|看板
公衆電話ボックス,地味系,超小,現代,1,ガラスと赤いブロックで作るレトロな電話ボックス。街角のアクセントに。,レトロ|街角|ガラス
バスケットコート,スポーツ,小,現代,2,屋外のハーフコート。フェンスのゴールとコンクリートの地面でストリート感を出す。,スポーツ|屋外|コンクリート
屋上プール,娯楽,中,現代,3,ビルの屋上に作ったプール。ガラスの壁から街を見下ろせる贅沢な設計。,現代|屋上|水|ガラス
自動販売機,地味系,超小,現代,1,鉄ブロックとボタンで作る自販機。光源を中に入れて夜も光るように。,現代|どこにでも|レッドストーン|鉄
タワーマンション,住居,超大,現代,5,30階以上を目指す超高層マンション。ガラスカーテンウォールと各階の内装が見どころ。,現代|高層|ガラス
スケートパーク,スポーツ,中,現代,3,ハーフパイプとランプをコンクリートで作ったストリートスポーツ施設。,スポーツ|現代|若者|コンクリート
銭湯,施設,中,和風,3,暖簾をくぐると脱衣所と大浴場。タイル（テラコッタ）の壁と富士山の絵が定番。,和風|内装|施設|テラコッタ|風呂・温泉
醤油蔵,産業,中,和風,2,大きな木樽（樽ブロック）が並ぶ醸造所。黒い板壁が蔵の雰囲気を出す。,和風|産業|蔵|収納|醸造
竹林の小径,自然,小,和風,2,竹（サトウキビ）を密集させた小道。石畳と竹垣で嵐山の雰囲気に。,和風|自然|小径|竹
水上の茶屋,食料,小,和風,2,池の上に浮かぶように建てた茶屋。桟橋で岸とつなぐ風流な設計。,和風|水上|風流|橋
大仏,演出,大,和風,4,石と銅ブロックで作る巨大な座仏像。台座と本堂もセットで作ると圧巻。,和風|像|銅
手水舎,演出,超小,和風,1,神社の入口に置く手を清める場所。石と水流で簡単に作れる。,和風|神社|宗教施設|水流
宿場町の旅籠,住居,中,和風,3,街道沿いの宿屋。一階が食事処で二階が客室という構成が定番。,和風|街道|宿|多層構造
花魁の館,住居,大,和風,4,豪華な内装と赤い格子の遊郭建築。金ブロックと赤いカーペットで華やかに。,和風|豪華|内装小物|金
プラネタリウム,文化,大,SF,4,内壁を黒くしてグロウストーンで星を再現したドーム型施設。座って見上げる設計。,SF|ドーム|星|ドーム・円形|照明
反重力研究所,施設,中,SF,3,浮遊するブロックと逆さまの家具で無重力を表現した実験室。,SF|ユニーク|内装|研究|空中
サイバーカフェ,商業,小,SF,2,ネオン照明とコンピューター端末（額縁＋地図）が並ぶ未来のネットカフェ。,SF|ネオン|内装|額縁
軌道エレベーター駅,交通,大,SF,4,宇宙エレベーターの地上駅。広い待合ロビーとガラスの搭乗口。,SF|交通|ガラス
バイオドーム,自然,大,SF,4,ガラスドームの中に異なる気候帯の植物を再現した実験施設。,SF|自然|ドーム|ガラス|ドーム・円形|研究
量子コンピューター室,施設,小,SF,3,冷却装置（氷）と光るケーブル（エンドロッド）に囲まれた計算機の部屋。,SF|内装|氷|エンド素材|照明
占い師のテント,商業,超小,ファンタジー,1,紫の羊毛テントの中に水晶玉（ガラス）とタロット（本）を配置した占いの館。,魔法|テント|ガラス|屋台・テント|牧場
ポーション屋,商業,小,ファンタジー,2,醸造スタンドが並ぶ怪しい薬屋。棚にポーション瓶を並べた内装。,商業|魔法|内装|醸造
勇者の墓,演出,超小,ファンタジー,1,伝説の剣（フェンス＋看板）が刺さった石の墓。花と松明で飾る。,演出|ストーリー|墓地|照明|看板|花
ユニコーンの泉,自然,小,ファンタジー,2,虹色の花に囲まれた清らかな泉。白い馬が水を飲んでいるイメージ。,幻想的|泉|かわいい|水景|花
空飛ぶ船,建造物,大,ファンタジー,4,空中に浮かぶ帆船。船底からチェーンで錨を垂らすと浮遊感が出る。,空中|船|水上
闘技場,施設,大,ファンタジー,4,円形のコロッセオ型闘技場。観客席と地下のモンスター待機所を作り込む。,マルチ|中世|ドーム・円形|地下|闘技場
宝の洞窟,演出,中,ファンタジー,3,金ブロックとダイヤモンドブロックが積まれた洞窟。ドラゴンの財宝イメージ。,洞窟|宝物|幻想的|地下|金
魔法の木,自然,中,ファンタジー,3,幹がグロウストーンで光り葉がアメジストの不思議な大木。周囲に妖精の輪を添える。,自然|光る|幻想的|アメジスト|照明
骨の橋,建造物,中,ダーク,3,骨ブロックだけで作った不気味な橋。溶岩の上にかけると地獄感が出る。,ダーク|橋|ネザー|溶岩|骨ブロック
処刑場の広場,演出,中,ダーク,2,中央に断頭台を置いた暗い広場。周囲に檻と松明を配置。,ダーク|広場|歴史|照明
ゾンビの研究所,施設,中,ダーク,3,ゾンビを閉じ込めたガラスの檻と実験台がある秘密の研究所。,ダーク|内装|ホラー|ガラス|研究|隠し要素
悪魔の玉座,演出,小,ダーク,3,ネザーレンガの台座に溶岩に囲まれた玉座。暗黒石の壁で圧迫感を出す。,ダーク|ネザー|演出|ネザー素材|レンガ|溶岩
血の池,自然,小,ダーク,2,赤いコンクリートと赤いガラスで作った不気味な池。周囲に枯れ木と骨を配置。,ダーク|自然|ホラー|ガラス|コンクリート|骨ブロック
蝙蝠の洞窟,自然,中,ダーク,2,真っ暗な洞窟にコウモリが飛び交う。奥に謎の祭壇を置くとダンジョンの入口に。,ダーク|洞窟|自然|地下|宗教施設
影の図書館,文化,大,ダーク,4,黒い壁と最小限の照明の中に禁書が並ぶ図書館。エンチャント台を中央に配置。,ダーク|本|エンチャント|図書
古代遺跡の門,建造物,中,神秘,3,砂漠に立つ巨大な石の門。門の向こうに何があるかは想像に任せる。,古代|門|砂漠
光の柱,演出,小,神秘,2,ビーコンの光を中心にシーランタンの柱を立てた神聖なモニュメント。,光る|神秘|シンボル|照明
瞑想の庭,自然,小,神秘,2,中央に蓮の池（スイレン）を配置した静寂の庭。周囲を高い生垣で囲む。,庭|静か|和風|庭園|花
魂の灯籠並木,演出,中,神秘,2,ソウルランタンを等間隔に並べた青い光の参道。魂の炎が幻想的に揺れる。,神秘|ソウル|道|照明
逆さの塔,建造物,大,神秘,4,地上から地下に向かって逆さに伸びる塔。掘り下げていく構造が挑戦的。,地下|逆さ|ユニーク|塔
時計塔,建造物,大,神秘,4,巨大な時計の文字盤を持つ塔。地図ブロックで文字盤を作ると見栄えが良い。,塔|シンボル
結界の柱,演出,超小,神秘,1,四隅に立てた光る柱で結界を張るイメージ。エンドロッドとチェーンで神秘的に。,魔法|演出|エンド素材|照明
廃墟の観覧車,娯楽,超大,廃墟,5,骨組みだけが残った巨大な観覧車。錆を表現するために銅ブロックを活用。,廃墟|遊園地|銅|骨ブロック
廃線路の鉄橋,交通,大,廃墟,3,渓谷にかかる錆びた鉄道橋。レールが途切れた先は崖になっている。,廃墟|橋|交通|トロッコ
廃墟の映画館,娯楽,中,廃墟,3,スクリーンが破れ椅子が散乱した映画館。かつての華やかさの面影が残る。,廃墟|娯楽|内装
沈んだ村,廃墟,超大,廃墟,4,ダムに沈んだ村の跡。水面から屋根や教会の尖塔だけが覗く幻想的な風景。,廃墟|水中|ストーリー|塔|宗教施設|水上
廃墟の時計塔,建造物,大,廃墟,3,針が止まった時計塔の廃墟。ツタに覆われた外壁と崩れた文字盤。,廃墟|塔|時計|苔・緑化
廃墟の図書館,文化,中,廃墟,3,本が散乱し棚が崩れた廃墟の図書館。蜘蛛の巣と苔が時間の経過を語る。,廃墟|本|内装|図書|苔・緑化
